YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201607,105744,634957,1,1.12,SW,GREENLAWN,36.2408,-86.5865,3614448,8635190
201607,105744,634957,2,2.3,N,OAKLAND,36.3031,-86.3547,3618186,8621282
201607,105744,634957,3,2.97,N,BELLWOOD,36.2929,-86.147,3617574,868820
201607,105744,634957,4,1.33,E,PROSPERITY,35.9779,-86.0463,3558674,862778
201607,105744,634957,5,3.1,WNW,CAINSVILLE,35.9884,-86.3006,3559304,8618036
201607,105744,634957,6,0.64,SW,SUGGS CREEK,36.1136,-86.5084,366816,8630504
201607,105744,635042,1,2.05,SSW,LIVINGSTON,36.3512,-85.3292,3621072,8519752
201607,105744,635043,1,0.0,N,COOKEVILLE,36.17,-85.5,3610200,8530000
201607,105825,635139,1,2.53,S,THARPE,36.5338,-87.9262,3632028,8755572
201607,105825,635140,1,2.4,ESE,FT HENRY,36.4629,-87.9824,3627774,8758944
201607,105825,635238,1,2.7,W,BAGGETTSVILLE,36.4782,-86.7686,3628692,8646116
201607,105825,635242,1,1.89,NE,GREENLAWN,36.2703,-86.5472,3616218,8632832
201607,105825,635307,1,0.0,N,SPRING HILL,35.75,-86.93,3545000,8655800
201607,105825,635310,1,0.54,S,LEBANON,36.2123,-86.301,3612738,8618060
201607,105825,635313,1,3.44,N,MALLORYS,35.9992,-86.8092,3559952,8648552
201607,106443,639142,1,2.86,W,DISMAL,36.0309,-86.0212,361854,861272
201607,106443,639143,1,2.86,ESE,CLARKSVILLE,36.5206,-87.2998,3631236,8717988
201607,106443,639144,1,1.06,SSE,STONE RIVER,36.1668,-86.5903,3610008,8635418
201607,106443,639145,1,1.53,NNW,EXCELL,36.5008,-87.2794,3630048,8716764
201607,106443,639148,1,0.55,WNW,BURT,35.7741,-86.1383,3546446,868298
201607,106443,639150,1,2.32,W,RICHLAND,36.1558,-86.9209,369348,8655254
201607,106443,639152,1,0.0,N,GALLATIN,36.4,-86.45,3624000,8627000
201607,105744,634939,1,0.55,W,BIG ROCK,36.58,-87.76,3634800,8745600
201607,105744,634939,2,1.0,W,BIG ROCK,36.5803,-87.7681,3634818,8746086
201607,105744,634939,3,1.17,W,BIG ROCK,36.5768,-87.7707,3634608,8746242
201607,105744,634939,4,0.57,WSW,BIG ROCK,36.5769,-87.7595,3634614,8745570
201607,105742,634293,1,0.0,N,CARTHAGE,36.25,-85.93,3615000,8555800
201607,105742,634296,1,0.59,NNW,TULIP GROVE,36.2073,-86.6055,3612438,8636330
201607,105742,634297,1,0.0,N,CELINA,36.55,-85.5,3633000,8530000
201607,105742,634299,1,0.0,N,WHITLEYVILLE,36.45,-85.67,3627000,8540200
201607,105742,634301,1,0.0,N,PEA RIDGE STORE,36.6,-85.43,3636000,8525800
201607,105742,634302,1,0.0,N,GAINESBORO,36.35,-85.65,3621000,8539000
201607,105742,634303,1,1.03,NNE,SUNSET,36.5442,-85.1643,3632652,859858
201607,105744,634880,1,2.13,SE,OAKLAND,36.2527,-86.3182,3615162,8619092
201607,105744,634886,1,0.0,N,LAFAYETTE,36.52,-86.03,3631200,861800
201607,105744,634965,1,1.27,WSW,CASTALIAN SPGS,36.3921,-86.3407,3623526,8620442
201607,105744,634967,1,1.6,SE,CLARKSVILLE,36.516,-87.327,3630960,8719620
201607,105744,635044,1,1.51,NNE,TAYLORS XRDS,36.5183,-85.2352,3631098,8514112
201607,105744,635045,1,2.43,NNE,BANNER SPGS,36.2836,-84.917,3617016,8455020
201607,105825,635141,1,1.09,SSW,FAULKNER SPGS,35.7057,-85.7782,3542342,8546692
201607,105825,635141,2,0.98,ENE,MC MINNVILLE,35.6869,-85.7648,3541214,8545888
201607,105825,635143,1,1.36,WSW,THROCKMORTON,36.4202,-87.6512,3625212,8739072
201607,105825,635244,1,0.0,N,ROCK BRIDGE,36.52,-86.38,3631200,8622800
201607,105825,635247,1,1.95,NE,GREENLAWN,36.2714,-86.547,3616284,8632820
201607,105825,635315,1,2.39,E,SPRING HILL,35.7511,-86.8874,3545066,8653244
201607,105825,635316,1,1.76,WNW,ROCK SPGS,35.9566,-86.5803,3557396,8634818
201607,105825,635317,1,1.0,E,LAFAYETTE,36.52,-86.012,3631200,86720
201607,106443,652622,1,3.0,NNE,SUGGS CREEK,36.1617,-86.4852,369702,8629112
201607,105744,634933,1,1.25,WSW,MITCHELLVILLE,36.6256,-86.5519,3637536,8633114
201607,105744,634933,2,2.22,NNE,PLEASANT GROVE,36.63,-86.2158,3637800,8612948
201607,105744,634933,3,0.45,NNE,CHIPMAN,36.4559,-86.2767,3627354,8616602
201607,105744,634933,4,2.32,SE,CASTALIAN SPGS,36.3765,-86.2901,3622590,8617406
201607,105744,634933,5,0.46,SW,ROCKLAND,36.2954,-86.6361,3617724,8638166
201607,105744,634933,6,0.9,SSE,WHITE HILL,36.4078,-86.6746,3624468,8640476
201607,105742,634304,1,1.33,ESE,OGLESBY,36.0444,-86.7073,362664,8642438
201607,105744,634832,1,0.47,WSW,LEBANON,36.2178,-86.308,3613068,8618480
201607,105744,634833,1,1.02,NNW,LEBANON ARPT,36.194,-86.326,3611640,8619560
201607,105744,634887,1,0.8,SSE,WEST END HGTS,36.2087,-86.3168,3612522,8619008
201607,105744,634889,1,0.0,N,LEBANON,36.22,-86.3,3613200,8618000
201607,105744,634972,1,0.95,N,GREENBRIER,36.4437,-86.7981,3626622,8647886
201607,105744,634973,1,3.74,W,FT CAMPBELL,36.6256,-87.5372,3637536,8732232
201607,105744,635046,1,0.87,N,BELK,35.8425,-85.6995,3550550,8541970
201607,105744,635048,1,1.1,WSW,YATESTON,35.8728,-85.5975,3552368,8535850
201607,105825,635144,1,2.64,ENE,STRINGTOWN,36.5002,-87.5297,3630012,8731782
201607,105825,635145,1,0.0,N,DEFEATED,36.32,-85.9,3619200,8554000
201607,105825,635167,1,0.0,N,CLARKSVILLE,36.53,-87.35,3631800,8721000
201607,105825,635249,1,0.45,SSE,GREENLAWN,36.2441,-86.5665,3614646,8633990
201607,105825,635251,1,0.58,NNW,TULIP GROVE,36.2071,-86.6056,3612426,8636336
201607,105825,635319,1,0.0,N,LEBANON,36.22,-86.3,3613200,8618000
201607,105825,635321,1,2.5,NNE,PARK STATION,35.5641,-86.9153,3533846,8654918
201607,108949,652707,1,1.63,ESE,STEWART,36.3093,-87.8039,3618558,8748234
201607,108949,652708,1,0.44,SW,KENWOOD,36.5761,-87.4063,3634566,8724378
201607,108949,652708,2,0.34,SW,KENWOOD,36.5766,-87.4044,3634596,8724264
201607,108949,652708,3,0.36,SW,KENWOOD,36.5761,-87.4042,3634566,8724252
201607,108949,652708,4,0.45,SW,KENWOOD,36.5756,-87.4061,3634536,8724366
201607,108949,652709,1,3.01,S,TENNESSEE RIDGE,36.2771,-87.7601,3616626,8745606
201607,108949,652992,1,1.42,S,STRINGTOWN,36.4596,-87.573,3627576,8734380
201607,109008,653000,1,1.67,NE,PLEASANT GROVE,36.6199,-86.213,3637194,8612780
201607,109008,653000,2,2.22,E,CHIPMAN,36.4557,-86.2408,3627342,8614448
201607,109008,653000,3,0.45,NE,CHIPMAN,36.4538,-86.2734,3627228,8616404
201607,109008,653000,4,2.14,ENE,TROUSDALE,36.413,-86.3651,3624780,8621906
201607,109008,653000,5,1.54,NNW,GALLATIN,36.4213,-86.4583,3625278,8627498
201607,109008,653002,1,1.67,WSW,ROCKY MOUND,36.5929,-86.2087,3635574,8612522
201607,109008,653002,2,1.35,N,DAYS XRDS,36.5395,-85.981,3632370,8558860
201607,109008,653002,3,2.24,ESE,HILLSDALE,36.4352,-86.0341,3626112,862046
201607,109008,653002,4,1.87,SSE,GREEN GROVE,36.4456,-86.1654,3626736,869924
201607,109008,653002,5,1.06,NNW,GREEN GROVE,36.4833,-86.1896,3628998,8611376
201607,109008,653002,6,2.68,WNW,GREEN GROVE,36.4869,-86.2235,3629214,8613410
201607,109008,653002,7,2.41,W,EULIA,36.5147,-86.2129,3630882,8612774
201607,105744,634834,1,1.6,E,OAKLAND,36.2721,-86.3214,3616326,8619284
201607,105744,634835,1,0.0,N,DOVER,36.48,-87.83,3628800,8749800
201607,105744,634890,1,2.61,W,RIDDLETON,36.3186,-86.0669,3619116,864014
201607,105744,634892,1,0.73,NNE,TUCKERS XRDS,36.2093,-86.1737,3612558,8610422
201607,105744,634975,1,1.92,WNW,CROSS RD,36.6333,-86.2003,3637998,8612018
201607,105744,634975,2,0.37,NNW,UNDERWOOD,36.6253,-85.9813,3637518,8558878
201607,105744,634975,3,1.19,SE,HILLSDALE,36.4387,-86.0539,3626322,863234
201607,105744,634975,4,1.66,SSE,GREEN GROVE,36.4496,-86.1643,3626976,869858
201607,105744,634975,5,1.16,NNW,GREEN GROVE,36.4861,-86.1859,3629166,8611154
201607,105744,634975,6,2.34,WNW,GREEN GROVE,36.4888,-86.215,3629328,8612900
201607,105744,634979,1,0.54,WNW,EWINGVILLE,35.9221,-86.8793,3555326,8652758
201607,106440,638982,1,7.02,SSW,CARLISLE,36.3402,-87.8291,3620412,8749746
201607,105744,635049,1,0.0,N,ALLARDT,36.38,-84.88,3622800,8452800
201607,105744,635051,1,0.63,S,MT PISGAH,35.8409,-85.5986,3550454,8535916
201607,105825,635168,1,0.0,N,DICKSON,36.08,-87.38,364800,8722800
201607,105825,635169,1,0.75,SSW,GLENWYLDE,36.2909,-87.3574,3617454,8721444
201607,105825,635254,1,0.56,ENE,PROVIDENCE,36.0827,-86.7105,364962,8642630
201607,105825,635255,1,0.78,S,GREENLAWN,36.2388,-86.5711,3614328,8634266
201607,105825,635322,1,0.0,NNW,ROME,36.27,-86.07,3616200,864200
201607,105825,635323,1,0.0,N,MURFREESBORO,35.85,-86.42,3551000,8625200
201607,105825,635324,1,1.11,SSW,WATERTOWN,36.0858,-86.1392,365148,868352
201607,108949,652996,1,0.59,NE,GRAYS CROSSING,36.3355,-87.742,3620130,8744520
201607,108949,652996,2,1.52,SSE,GRAYS CROSSING,36.3091,-87.7416,3618546,8744496
201607,108949,652996,3,1.96,ESE,ERIN,36.3086,-87.6678,3618516,8740068
201607,108949,652996,4,2.01,ENE,ERIN,36.3306,-87.6664,3619836,8739984
201607,108949,652997,1,1.11,SW,TENNESSEE RIDGE,36.3087,-87.7842,3618522,8747052
201607,108949,652998,1,3.01,S,TENNESSEE RIDGE,36.2771,-87.7601,3616626,8745606
201607,108949,652999,1,2.73,W,BRIARWOOD,36.5176,-87.429,3631056,8725740
201607,109008,653004,1,2.81,NNW,OAKLAND,36.305,-86.3755,3618300,8622530
201607,109008,653004,2,2.65,NNE,BELLWOOD,36.2873,-86.1389,3617238,868334
201607,109008,653004,3,2.5,SSE,BELLWOOD,36.2199,-86.1252,3613194,867512
201607,109008,653004,4,0.81,NNE,CAIRO BEND,36.2407,-86.394,3614442,8623640
201607,109008,653005,1,1.83,NW,PLEASANT SHADE,36.4014,-85.9694,3624084,8558164
201607,109008,653005,2,2.27,W,CARTWRIGHT,36.4017,-85.9109,3624102,8554654
201607,109008,653005,3,1.37,SSE,RIDDLETON,36.3024,-86.0087,3618144,86522
201607,109008,653005,4,2.91,W,RIDDLETON,36.3165,-86.072,3618990,864320
201607,106440,639004,1,1.45,SSE,LEEVILLE,36.1825,-86.4058,3610950,8624348
201607,105744,634836,1,2.9,W,DOVER,36.4817,-87.8822,3628902,8752932
201607,105744,634837,1,0.45,E,TUCKERS XRDS,36.1992,-86.172,3611952,8610320
201607,105744,634895,1,2.01,NNE,CRAIGFIELD,35.9485,-87.1728,3556910,8710368
201607,105744,634896,1,0.0,N,CROSSVILLE,35.95,-85.03,3557000,851800
201607,105744,634986,1,1.13,NE,ROCK BRIDGE,36.5331,-86.3678,3631986,8622068
201607,105744,634997,1,1.17,NE,MUDSINK,35.9332,-86.8068,3555992,8648408
201607,105744,634997,2,0.45,NE,MUDSINK,35.9239,-86.8135,3555434,8648810
201607,105744,634997,3,0.37,N,MUDSINK,35.9253,-86.8191,3555518,8649146
201607,105744,634997,4,1.22,NNE,MUDSINK,35.9372,-86.8153,3556232,8648918
201607,105744,634997,5,1.13,SW,MALLORYS,35.9378,-86.8135,3556268,8648810
201607,105744,635053,1,0.54,NNE,QUEBECK,35.8276,-85.5676,3549656,8534056
201607,105744,635055,1,0.0,N,SPARTA,35.93,-85.47,3555800,8528200
201607,105825,635170,1,0.0,N,FOX BLUFF,36.32,-87.17,3619200,8710200
201607,105825,635171,1,3.08,ESE,BAKERSWORKS,36.0615,-87.2198,363690,8713188
201607,105825,635257,1,3.91,NE,MALLORYS,35.9906,-86.7512,3559436,8645072
201607,105825,635259,1,1.2,NNW,SILVER BOTTOM,36.2464,-86.5271,3614784,8631626
201607,105825,635325,1,0.0,WNW,RIDDLETON,36.32,-86.02,3619200,861200
201607,105825,635327,1,0.44,SSE,NEW MIDDLETON,36.1739,-86.0181,3610434,861086
201607,105825,635329,1,0.0,N,UNIONVILLE,35.62,-86.6,3537200,8636000
201607,105744,634838,1,1.77,NW,FLAT ROCK,36.2512,-86.1181,3615072,867086
201607,105744,634839,1,0.17,ESE,BRANSFORD,36.4989,-86.2774,3629934,8616644
201607,105744,634897,1,1.08,WSW,LEANNA,35.9246,-86.4682,3555476,8628092
201607,105744,634898,1,1.84,NNW,LEIPERS FORK,35.9239,-87.0143,3555434,87858
201607,105744,634998,1,1.29,ENE,SPRINGFIELD MUNI ARP,36.5385,-86.8993,3632310,8653958
201607,105744,635002,1,3.42,WNW,BARREN PLAIN,36.6123,-86.9798,3636738,8658788
201607,105744,635057,1,1.13,ENE,PINE HAVEN,36.4545,-84.9104,3627270,8454624
201607,105744,635059,1,0.92,WNW,CRESTON,36.027,-85.084,361620,855040
201607,105825,635172,1,0.0,N,CHAPMANSBORO,36.35,-87.17,3621000,8710200
201607,105825,635173,1,1.08,WNW,NEW HOPE,36.0236,-87.1688,361416,8710128
201607,105825,635174,1,2.31,W,BAGGETTSVILLE,36.4758,-86.7612,3628548,8645672
201607,105825,635261,1,0.43,ESE,GREENLAWN,36.2473,-86.5631,3614838,8633786
201607,105825,635262,1,0.38,E,GREEN HILL,36.2294,-86.5432,3613764,8632592
201607,105825,635331,1,1.82,W,CORNERSVILLE,35.3728,-86.8822,3522368,8652932
201607,105825,635332,1,0.0,N,LEWISBURG,35.45,-86.8,3527000,8648000
201607,105825,635333,1,1.27,WNW,CENTER GROVE,36.2798,-85.6193,3616788,8537158
201607,105744,634840,1,2.67,SSW,DIXON SPGS,36.335,-86.0904,3620100,865424
201607,105744,634841,1,0.0,N,RIDDLETON,36.32,-86.02,3619200,861200
201607,105744,634900,1,0.0,N,PHILADELPHIA,36.23,-85.67,3613800,8540200
201607,105744,634902,1,0.0,N,CENTER GROVE,36.27,-85.6,3616200,8536000
201607,105744,635007,1,1.61,SE,NEW HOPE,36.0023,-87.1312,36138,877872
201607,105744,635012,1,0.78,NE,BARFIELD,35.7884,-86.4407,3547304,8626442
201607,105744,635060,1,1.41,E,OAKLAND,36.2681,-86.3248,3616086,8619488
201607,105744,651015,1,1.48,SW,LEIPERS FORK,35.8852,-87.0191,3553112,871146
201607,105825,635175,1,0.08,SSE,CROSS PLAINS,36.5488,-86.6997,3632928,8641982
201607,105825,635176,1,0.0,N,WHITE HOUSE,36.47,-86.66,3628200,8639600
201607,105825,635263,1,1.14,S,STONE RIVER,36.1637,-86.5975,369822,8635850
201607,105825,635265,1,1.56,SE,NASHVILLE CORNELIA F,36.1635,-86.6809,369810,8640854
201607,105825,635266,1,0.21,NW,PARAGON MILL,36.0825,-86.7023,364950,8642138
201607,105825,635334,1,3.33,WNW,COOKEVILLE ARPT,36.2265,-85.5299,3613590,8531794
201607,105825,635336,1,1.47,NNW,IVY BLUFF,35.6897,-86.0601,3541382,863606
201607,105825,635337,1,0.0,N,COOKEVILLE,36.17,-85.5,3610200,8530000
201607,106440,638985,1,1.33,SE,NUNNELLY,35.856,-87.4637,3551360,8727822
201607,106443,639141,1,0.0,N,GAINESBORO,36.35,-85.65,3621000,8539000
201607,106443,639149,1,2.42,NE,SHOP SPGS,36.15,-86.1845,369000,8611070
201611,112000,667876,1,1.15,SW,TULLAHOMA,35.3584,-86.2447,3521504,8614682
201611,112000,667876,2,0.77,SSE,MOUNTAIN VIEW,35.4399,-86.1441,3526394,868646
201611,112000,667882,1,0.65,SE,MONTEAGLE,35.2448,-85.8205,3514688,8549230
201607,105744,634842,1,0.13,W,KENWOOD,36.5801,-87.4023,3634806,8724138
201607,105744,634844,1,0.0,N,LAFAYETTE,36.52,-86.03,3631200,861800
201607,105744,634904,1,0.0,N,SPRING HILL,35.75,-86.93,3545000,8655800
201607,105744,634906,1,1.0,WNW,BETHESDA,35.7749,-86.8168,3546494,8649008
201607,105744,635014,1,1.68,WSW,DODDSVILLE,36.3385,-87.2567,3620310,8715402
201607,105744,635014,2,1.0,ENE,OAKPLAIN,36.4241,-87.1128,3625446,876768
201607,105744,635014,3,1.3,WSW,PINNACLE,36.3428,-86.9516,3620568,8657096
201607,105744,635014,4,3.02,S,PEGRAM,36.0564,-87.0539,363384,873234
201607,105744,635014,5,2.69,SSW,CRAGGIE HOPE,36.0622,-87.1616,363732,879696
201607,105744,635014,6,1.53,SE,CHEAP HILL,36.3123,-87.1335,3618738,878010
201607,105744,635016,1,1.36,ESE,BUMPUS MILLS,36.5892,-87.7994,3635352,8747964
201607,106440,638996,1,0.0,N,JOELTON,36.32,-86.87,3619200,8652200
201607,105744,651149,1,1.74,E,CLARKSVILLE ARPT,36.62,-87.3887,3637200,8723322
201607,105744,651408,1,1.27,WSW,CASTALIAN SPGS,36.3921,-86.3406,3623526,8620436
201607,105825,635177,1,0.7,N,CORINTH,36.5901,-86.4287,3635406,8625722
201607,105825,635178,1,2.37,ESE,BON AQUA,35.9344,-87.2922,3556064,8717532
201607,105825,635180,1,0.91,SW,FOUNTAIN HEAD,36.5414,-86.5125,3632484,8630750
201607,105825,635268,1,0.93,SE,GLENCLIFF,36.1106,-86.6881,366636,8641286
201607,105825,635271,1,0.38,W,BERRYS CHAPEL,35.9692,-86.8868,3558152,8653208
201607,105825,635339,1,4.42,NNW,COOKEVILLE ARPT,36.2549,-85.5208,3615294,8531248
201607,105825,635341,1,2.15,SSW,HILHAM,36.3903,-85.4413,3623418,8526478
201607,105744,634846,1,0.0,N,CUMBERLAND FURNACE,36.27,-87.37,3616200,8722200
201607,105744,634850,1,0.0,N,GREENBRIER,36.43,-86.8,3625800,8648000
201607,105744,634908,1,0.0,N,NEW DEAL,36.52,-86.57,3631200,8634200
201607,105744,634912,1,1.84,ENE,HENDERSONVILLE,36.2932,-86.5913,3617592,8635478
201607,105744,635018,1,1.82,NNW,MAPLEWOOD,36.2549,-86.7307,3615294,8643842
201607,105744,635022,1,0.0,N,CEDAR HILL,36.55,-87.0,3633000,8700
201607,105744,651412,1,0.52,S,MAPLEWOOD,36.2224,-86.7205,3613344,8643230
201607,105744,651413,1,1.74,ENE,STONE RIVER,36.1897,-86.5713,3611382,8634278
201607,105825,635183,1,3.76,NNW,FOREST HOME,36.029,-86.9593,361740,8657558
201607,105825,635184,1,0.0,N,GOODLETTSVILLE,36.32,-86.72,3619200,8643200
201607,105825,635273,1,2.15,WSW,LAGUARDO,36.2854,-86.484,3617124,8629040
201607,105825,635275,1,0.0,N,SILOAM,36.55,-86.22,3633000,8613200
201607,105825,635342,1,0.2,N,MORRISON,35.6028,-85.9195,3536168,8555170
201607,105825,635343,1,0.0,N,MANCHESTER,35.48,-86.08,3528800,864800
201607,105744,634851,1,1.41,SW,DICKSON,36.0679,-87.4004,364074,8724024
201607,105744,634853,1,1.56,SSE,ORLINDA,36.5782,-86.713,3634692,8642780
201607,105744,634916,1,2.4,E,BERRYS CHAPEL,35.9721,-86.8371,3558326,8650226
201607,105744,634925,1,0.55,N,ASHLAND CITY,36.288,-87.0696,3617280,874176
201607,105744,635024,1,0.31,ENE,PORTLAND,36.5809,-86.5145,3634854,8630870
201607,105744,635027,1,0.0,N,WESTMORELAND,36.57,-86.25,3634200,8615000
201607,105744,651417,1,2.21,NE,GREENLAWN,36.276,-86.547,3616560,8632820
201607,105744,651418,1,0.91,SSE,SAUNDERSVILLE,36.3189,-86.5612,3619134,8633672
201607,105825,635185,1,2.33,SE,BAKERS,36.3609,-86.7355,3621654,8644130
201607,105825,635186,1,1.65,SSE,MILLERSVILLE,36.3497,-86.6844,3620982,8641064
201607,105825,635276,1,2.84,NE,MALLORYS,35.9816,-86.7673,3558896,8646038
201607,105825,635277,1,2.39,NW,BRENTWOOD,36.0575,-86.8059,363450,8648354
201607,105825,635278,1,0.45,ENE,BELLEVUE,36.0719,-86.9224,364314,8655344
201607,105825,635345,1,1.2,N,TODD TOWN,35.8974,-85.219,3553844,8513140
201607,105825,635347,1,0.0,N,OLD HICKORY,36.26,-86.65,3615600,8639000
201607,105744,634854,1,0.56,E,ASHLAND CITY,36.28,-87.06,3616800,873600
201607,105744,634855,1,0.23,SSE,LILLAMAY,36.2271,-87.0477,3613626,872862
201607,105744,634927,1,2.5,SSE,BORDEAUX,36.1663,-86.8338,369978,8650028
201607,105744,634928,1,0.0,N,NASHVILLE,36.17,-86.78,3610200,8646800
201607,105744,635028,1,1.31,ENE,HENDERSONVILLE,36.29,-86.6,3617400,8636000
201607,105744,635030,1,0.0,N,LAFAYETTE,36.52,-86.03,3631200,861800
201607,105744,651429,1,2.13,WNW,TEMPLOW,36.4461,-86.2627,3626766,8615762
201607,105744,651429,2,5.18,NE,CATO,36.4221,-85.983,3625326,8558980
201607,105744,651429,3,1.39,SE,PROVIDENCE,36.3151,-86.1332,3618906,867992
201607,105744,651429,4,0.91,NNE,ANTIOCH,36.3624,-86.2645,3621744,8615870
201607,105744,651444,1,0.29,W,CROSS PLAINS,36.5499,-86.7053,3632994,8642318
201607,105744,651444,2,0.09,SE,CROSS PLAINS,36.549,-86.699,3632940,8641940
201607,105744,651444,3,1.9,WSW,JERNIGAN TOWN,36.5074,-86.7105,3630444,8642630
201607,105744,651444,4,1.8,ESE,EDEN CORNER,36.509,-86.7207,3630540,8643242
201607,105825,635188,1,1.28,WNW,HIGHLAND ACADEMY,36.5285,-86.5206,3631710,8631236
201607,105825,635189,1,2.19,NNW,OAK HILL,36.1292,-86.8355,367752,8650130
201607,105825,635190,1,1.31,S,FAIRVIEW,35.9611,-87.1224,3557666,877344
201607,105825,635279,1,2.34,SSW,SILVER SPGS,36.1706,-86.4709,3610236,8628254
201607,105825,635280,1,2.48,NE,OAKLAND,36.2968,-86.3203,3617808,8619218
201607,105825,635282,1,0.75,NNE,EWINGVILLE,35.93,-86.8646,3555800,8651876
201607,105825,635350,1,1.2,NNE,THE HERMITAGE,36.2346,-86.6085,3614076,8636510
201607,105825,635351,1,1.36,SE,LEBANON,36.2055,-86.2836,3612330,8617016
201607,105825,635354,1,0.0,N,LEBANON,36.22,-86.3,3613200,8618000
201607,108943,652608,1,1.44,SSW,DEFEATED,36.3006,-85.9097,3618036,8554582
201611,112000,667878,1,0.6,NNW,RED HILL,35.4572,-86.0559,3527432,863354
201611,112000,667878,2,1.11,SE,RAGSDALE,35.4882,-86.0065,3529292,86390
201607,105744,634857,1,0.0,N,CROSS PLAINS,36.55,-86.7,3633000,8642000
201607,105744,634859,1,0.0,N,PORTLAND,36.58,-86.52,3634800,8631200
201607,105744,634931,1,0.0,N,COOKEVILLE,36.17,-85.5,3610200,8530000
201607,105744,634935,1,0.0,N,RICKMAN,36.27,-85.37,3616200,8522200
201607,105744,635031,1,0.39,SSW,LEBANON,36.2151,-86.3037,3612906,8618222
201607,105744,635032,1,0.0,SE,HARTSVILLE,36.4,-86.17,3624000,8610200
201607,105744,651465,1,0.65,SE,WEST END HGTS,36.2135,-86.3115,3612810,8618690
201607,105744,651476,1,0.0,N,RINNIE,36.15,-85.03,369000,851800
201607,105825,635194,1,1.42,SSW,INGLEWOOD,36.1999,-86.7352,3611994,8644112
201607,105825,635196,1,0.82,SSE,MAPLEWOOD,36.2195,-86.7133,3613170,8642798
201607,105825,635198,1,0.0,N,INGLEWOOD,36.22,-86.73,3613200,8643800
201607,105825,635285,1,0.62,WSW,WOODBINE,36.1162,-86.73,366972,8643800
201607,105825,635288,1,0.41,W,HUNTERS PT,36.2993,-86.2773,3617958,8616638
201607,105825,651741,1,1.3,WNW,NEW HAVEN,36.5067,-87.822,3630402,8749320
201607,105825,651802,1,1.45,E,KINGSTON SPGS,36.0959,-87.0945,365754,875670
201607,106440,638992,1,1.2,WNW,FT HENRY,36.4871,-88.0397,3629226,882382
201611,112000,667884,1,0.75,NNW,WHITE CITY,35.2606,-85.723,3515636,8543380
201611,112000,667883,1,1.25,NNE,GRUETLI,35.3853,-85.6583,3523118,8539498
201611,111998,667848,1,1.51,NNW,SHADY GROVE,36.4894,-87.1924,3629364,8711544
201611,111998,667849,1,2.34,NE,HAMPTON STATION,36.642,-87.1979,3638520,8711874
201611,111998,667850,1,1.91,SSE,CHARLOTTE,36.1529,-87.3227,369174,8719362
201611,111998,667851,1,1.22,NW,COOPERTOWN,36.4399,-86.9683,3626394,8658098
201607,105744,634860,1,0.0,N,HENDERSONVILLE,36.28,-86.62,3616800,8637200
201607,105744,634861,1,0.0,N,LAKEWOOD,36.25,-86.63,3615000,8637800
201607,105744,634937,1,2.65,NNE,SADLERSVILLE,36.6363,-87.1047,3638178,876282
201607,105744,634937,2,1.06,NW,BLACK JACK,36.6418,-86.5822,3638508,8634932
201607,105744,634937,3,3.49,S,BAGGETTSVILLE,36.4303,-86.7088,3625818,8642528
201607,105744,634937,4,3.66,SSW,COOPERTOWN,36.3818,-86.9775,3622908,8658650
201607,105744,634937,5,1.21,SSE,STROUDSVILLE,36.4638,-87.1114,3627828,876684
201607,105744,634946,1,1.49,NE,NASHVILLE,36.1859,-86.7619,3611154,8645714
201607,105744,635033,1,0.0,N,LEBANON,36.22,-86.3,3613200,8618000
201607,105744,635034,1,0.0,N,RIDDLETON,36.32,-86.02,3619200,861200
201607,105825,635061,1,0.0,N,MUDDY POND,36.22,-85.1,3613200,856000
201607,105825,635062,1,0.85,ESE,CARTHAGE JCT,36.1675,-85.9052,3610050,8554312
201607,105825,635199,1,2.04,ESE,RICHLAND,36.143,-86.8444,368580,8650664
201607,105825,635200,1,0.42,ENE,SAUNDERSVILLE,36.3313,-86.5626,3619878,8633756
201607,105825,635289,1,0.0,N,PLEASANT SHADE,36.38,-85.95,3622800,8557000
201607,105825,635290,1,0.64,NW,CORNERSVILLE,35.3763,-86.8583,3522578,8651498
201607,105825,635291,1,1.06,W,MAPLE GROVE,36.5503,-86.0991,3633018,865946
201607,105825,651816,1,0.0,N,SPRINGFIELD,36.5,-86.88,3630000,8652800
201607,105825,651831,1,3.74,NW,NOLENSVILLE,35.9847,-86.7313,3559082,8643878
201611,111998,667852,1,1.29,ENE,OAK HILL,36.11,-86.8004,366600,8648024
201611,111998,667853,1,1.09,NNE,CEDAR GROVE,36.3636,-86.44,3621816,8626400
201611,111998,667871,1,0.89,NW,GLENCLIFF,36.13,-86.71,367800,8642600
201611,111998,667871,2,0.79,SE,WOODBINE,36.1113,-86.7108,366678,8642648
201611,111998,667871,3,1.38,ESE,BERRY HILL,36.1099,-86.7487,366594,8644922
201611,111998,667871,4,2.0,SE,NASHVILLE,36.1512,-86.7527,369072,8645162
201607,105744,634862,1,0.0,N,COTTONTOWN,36.45,-86.53,3627000,8631800
201607,105744,634863,1,0.0,N,COOKEVILLE,36.17,-85.5,3610200,8530000
201607,105744,634938,1,7.68,NNW,OAKWOOD,36.6323,-87.6345,3637938,8738070
201607,105744,634938,2,5.34,ENE,BELDON,36.635,-87.1341,3638100,878046
